,course_title,price,num_subscribers,num_reviews,num_lectures,content_duration,published_date,subject,Beginner Level,Expert Level,Intermediate Level
3486,Become PHP Facebook Developer: Password-Less Authentication,195,4001,8,37,4.0,2017-05-07,Web Development,0,0,0
3487,How To Create Your Very First Website With HTML and CSS,100,5097,196,37,2.0,2016-04-09,Web Development,1,0,0
3488,Learn JSON for beginners with JavaScript,200,3193,10,23,1.5,2017-06-30,Web Development,1,0,0
3489,Ultimate guide to Social Media Web development integration ,200,11011,13,36,2.5,2015-09-20,Web Development,0,0,0
3490,A Complete Laravel basics from beginner to expert,25,3492,61,12,1.5,2016-12-06,Web Development,0,0,0
3491,JQuery Basics - Learn JQuery From Scratch,100,3559,24,18,1.0,2017-06-18,Web Development,1,0,0
3492,Learn MeteorJS By Building 10 Real World Projects,50,2784,221,79,15.0,2015-07-28,Web Development,0,0,0
3493,JavaScript Basics for Beginners Introduction to coding,150,5495,52,18,1.5,2016-02-17,Web Development,1,0,0
3494,AngularJS Masterclass - Deep Dive & Understand AngularJS,100,2912,309,85,6.0,2015-03-04,Web Development,0,0,0
3495,HTML5 for beginners,195,9687,59,59,5.0,2015-04-24,Web Development,1,0,0
3496,All in one HTML CSS and JQuery,20,3444,35,16,3.0,2017-01-27,Web Development,0,0,0
3497,Responsive Design with NEW Materialize,75,12629,88,36,1.5,2015-07-23,Web Development,0,0,0
3498,Create a Responsive Business Website with WordPress,95,1659,73,38,5.5,2013-03-25,Web Development,0,0,0
3499,PHP webservices,30,1305,25,8,0.5666666666666667,2016-08-31,Web Development,0,0,0
3500,JavaScript Promises: Applications in ES6 and AngularJS,75,651,52,20,2.5,2015-11-06,Web Development,1,0,0
3501,Learn to build 20 websites and build 14 iOS9 apps with swift,40,1926,9,458,22.5,2015-07-24,Web Development,0,0,0
3502,Professional CSS Flexbox,35,396,130,21,0.7166666666666667,2016-04-07,Web Development,0,0,1
3503,XML :basics for beginners,40,1062,12,11,0.65,2016-09-26,Web Development,0,0,0
3504,How to create Paypal and Credit card Payment Buttons,65,578,6,8,1.0,2016-11-17,Web Development,1,0,0
3505,Customizr - Learn WordPress with the ultimate creative theme,0,4735,81,69,5.0,2016-05-05,Web Development,1,0,0
3506,How To Create a Local Wordpress Environment,0,4306,163,12,0.5166666666666666,2016-02-07,Web Development,1,0,0
3507,Fun and creative web engineering with Python and Web2py,0,10917,319,25,2.0,2015-06-09,Web Development,0,0,0
3508,WordPress for Beginners - Build Your First Website in 2017,100,1701,125,88,7.0,2015-06-23,Web Development,1,0,0
3509,Learn to Make an Animated Image Gallery using HTML5,0,11080,165,7,1.0,2014-11-20,Web Development,1,0,0
3510,Projects in Foundation Framework - Learn By Building 10 Apps,50,636,33,54,10.0,2015-07-27,Web Development,0,0,0
3511,Drupal for Beginners,30,1478,18,83,5.0,2015-01-26,Web Development,1,0,0
3512,Laravel : CRUD Application Using AJAX In Laravel 5.3,20,362,19,8,1.0,2017-01-09,Web Development,0,0,1
3513,Foundations of Front-End Web Development,0,8337,300,129,20.5,2014-12-12,Web Development,1,0,0
3514,Angular 2 - Superheroic Framework,20,702,21,30,3.0,2016-05-04,Web Development,1,0,0
3515,Social Network Web Development,200,2698,29,57,8.0,2013-09-03,Web Development,0,0,0
3516,For Free - Deploy Quickly Spring Boot on Heroku With MySQL,95,177,19,10,1.0,2016-08-06,Web Development,0,0,0
3517,Building Web Applications with Spring MVC,85,714,48,28,3.0,2014-12-09,Web Development,0,0,0
3518,"HTML5, CSS3 & Bootstrap - How to Create a Responsive Website",20,1062,20,32,3.5,2015-07-31,Web Development,0,0,0
3519,HTML & CSS - Learn to build sleek websites ,55,1552,14,44,3.5,2014-10-21,Web Development,0,0,0
3520,Master Angular 2 - The No Nonsense Course,25,102,27,36,2.5,2016-11-24,Web Development,1,0,0
3521,Master ASP . NET 4 from scratch,50,613,135,116,16.0,2015-08-18,Web Development,0,0,0
3522,CoffeeScript: The Good Parts—Write Better javaScript,50,2152,19,15,2.5,2015-01-13,Web Development,1,0,0
3523,Mastering Magento,85,1063,101,40,3.5,2014-12-15,Web Development,0,0,0
3524,Ultimate JavaScript Strings,0,3142,117,20,0.6166666666666667,2016-07-29,Web Development,1,0,0
3525,Your Own Site in 45 Min: The Complete Wordpress Course,120,1566,29,36,4.0,2015-04-20,Web Development,0,0,0
3526,Redirect Your Visitors By Country Easily -Wordpress Tutorial,20,2306,3,24,1.0,2015-02-05,Web Development,1,0,0
3527,Learn Knockout JS Framework from GroundUp,40,633,104,31,5.0,2015-10-15,Web Development,0,0,0
3528,Build Responsive Websites  in an Hour using Portalfin,0,2859,42,17,0.7333333333333333,2016-09-25,Web Development,0,0,0
3529,Master Riot: Learn Riot.js from Scratch,125,299,75,34,3.5,2016-07-14,Web Development,0,0,1
3530,Learn W3.CSS,50,1002,7,10,0.5666666666666667,2016-09-01,Web Development,0,0,0
3531,Learning Axure RP,75,631,103,65,4.5,2015-04-08,Web Development,0,0,0
3532,"Complete guide to install Wordpress, PHP on Cloud,AWS or VPS",50,1386,17,28,3.0,2016-01-06,Web Development,0,0,0
3533,"Kids Coding -Introduction to HTML, CSS and JavaScript",200,2355,143,215,7.0,2012-11-26,Web Development,1,0,0
3534,Introduction to Voice Design with Amazon's Alexa,0,6742,1036,6,0.6833333333333333,2016-01-18,Web Development,1,0,0
3535,How to Create a Social Network For a Niche-Related Community,100,1853,34,39,2.0,2015-07-12,Web Development,0,0,0
3536,Webpack 1 & 2 - The Complete Guide,40,252,46,79,6.5,2017-03-10,Web Development,0,0,0
3537,Star Rating Project AJAX with JSON response from PHP MySQL,120,1302,18,22,1.5,2016-01-13,Web Development,1,0,0
3538,Wordpress for beginners :Build Websites Fast without Coding ,50,1658,72,68,5.0,2015-09-08,Web Development,0,0,0
3539,ASP.Net MVC Quick Start,0,15092,1234,65,5.5,2016-08-23,Web Development,0,0,1
3540,Build a Chatbot integrated Website using Bootstrap 4,50,165,13,28,3.0,2017-04-28,Web Development,0,0,0
3541,How To Create A WordPress Website Without Paying A Developer,20,4333,16,17,1.0,2014-10-20,Web Development,1,0,0
3542,PSD to Bootstrap 3 for Beginners using HTML & CSS,20,976,93,46,2.5,2015-11-03,Web Development,1,0,0
3543,Build Advanced Responsive Websites with Foundation 6 & SASS,200,1276,245,271,22.5,2015-07-08,Web Development,0,0,0
3544,Learn Essential Javascript Fundamentals - Lite,20,1476,27,8,0.65,2016-01-04,Web Development,0,0,0
3545,Learn HTML in 2 hours!,0,5351,235,13,1.5,2016-05-17,Web Development,1,0,0
3546,Laravel 4 try and enjoy php coding,20,2402,26,23,2.0,2014-10-20,Web Development,1,0,0
3547,Wordpress Beginner Tutorial: Build Your First Website,0,6402,104,23,1.5,2016-06-21,Web Development,1,0,0
3548,Build Complex Express Sites with Redis and Socket IO,125,223,26,27,3.5,2016-12-22,Web Development,0,0,1
3549,Building a ASP.NET MVC 5 Membership Website,95,654,86,239,25.5,2016-06-26,Web Development,0,0,1
3550,Drupal Views: Introduction to Enhancing Your Drupal Website,105,1262,36,40,2.5,2015-05-07,Web Development,1,0,0
3551,Bootstrap Bootcamp - Responsive web development- 8 projects,100,253,34,45,7.0,2016-12-12,Web Development,0,0,0
3552,Self Advertise Using PowerPoint Twitter and Facebook on ios,20,1780,15,6,0.6,2015-11-17,Web Development,1,0,0
3553,Learning Bootstrap 3 - Tutorial From Infinite Skills,50,1266,90,50,3.0,2013-11-21,Web Development,0,0,0
3554,Practical Web Development: Make Websites Quickly And Easily,20,2389,7,20,2.0,2015-11-29,Web Development,0,0,0
3555,"Learn animation using CSS3, Javascript and HTML5",40,1468,54,18,2.5,2015-03-24,Web Development,0,0,0
3556,Creating Interactive HTML5 Video,25,838,13,23,2.0,2016-06-06,Web Development,0,0,1
3557,Optimizing Wordpress for More Speed and Revenue,0,2649,16,7,0.5833333333333334,2017-06-12,Web Development,0,0,1
3558,JavaScript project Learn to create a memory Game and more,95,6000,21,25,1.5,2015-10-02,Web Development,1,0,0
3559,The Complete JavaScript Bootcamp,195,1839,91,47,5.0,2016-06-20,Web Development,0,0,0
3560,JavaScript for Absolute Beginners,20,10689,394,17,2.0,2014-01-21,Web Development,1,0,0
3561,Complete JavaScript Course for Beginners with Easy Examples,200,7449,91,32,4.0,2015-06-08,Web Development,0,0,0
3562,Angular 2 Master Class with Alejandro Rangel,30,4157,206,80,9.5,2016-03-01,Web Development,0,0,0
3563,Quick learning jQuery web development,150,3388,67,39,3.0,2016-04-25,Web Development,0,0,1
3564,Google Blogger Course,60,1343,11,22,3.5,2017-05-05,Web Development,0,0,1
3565,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",200,3399,85,15,1.5,2015-07-27,Web Development,0,0,0
3566,PHP Tutorial: Learn PHP Basic Programming for Beginners,20,2510,21,23,1.5,2017-03-08,Web Development,1,0,0
3567,Mastering Modern Web Development Using React,195,1537,8,29,2.5,2017-03-13,Web Development,0,0,0
3568,"Full Stack JavaScript: Learn Backbone.js, Node.js & MongoDB",50,6134,93,15,2.0,2016-04-17,Web Development,1,0,0
3569,The Essential Web Developer Course - Build 12 Websites,200,9355,390,177,16.5,2015-11-02,Web Development,0,0,0
3570,Build Powerful Websites & Blogs using WordPress - No Coding,20,1024,14,26,3.0,2016-04-04,Web Development,1,0,0
3571,Learn to Build Web Apps using UnderscoreJS : Code Like a Pro,40,325,37,27,3.5,2015-11-18,Web Development,0,0,0
3572,Building Web Apps Using Flask and Neo4j,50,166,21,37,2.5,2016-06-10,Web Development,0,0,0
3573,Learn Web Animation the Easy Way: An Intro to SVG and GSAP,50,203,33,15,3.0,2015-10-02,Web Development,0,0,0
3574,Build Your Own Membership Website With Joomla,95,1134,9,24,1.5,2014-12-03,Web Development,0,0,0
3575,Learn Spring Security 4 Basics - Hands On,95,216,28,16,2.0,2016-09-19,Web Development,1,0,0
3576,Display and analyze GIS data on the web with Leaflet.js,100,25,4,66,12.5,2017-06-15,Web Development,0,0,1
3577,How to Build a CMS with PHP,50,1096,33,10,1.0,2013-06-07,Web Development,1,0,0
3578,Responsive Web Design with HTML5 and CSS3 - Introduction,35,770,65,84,8.0,2014-01-28,Web Development,1,0,0
3579,Master Typescript : Learn Typescript from scratch,95,424,45,60,3.5,2015-10-16,Web Development,0,0,0
3580,XSD :basics for beginners,35,755,0,7,0.7,2016-09-27,Web Development,0,0,0
3581,Angularjs-WebApi2-EFCodeFirst Web App On 3-Tier Architecture,60,652,48,46,6.5,2017-01-16,Web Development,0,0,1
3582,Css Positioning For Absolute Beginners: A Basic Introduction,65,4797,97,11,1.0,2015-10-30,Web Development,1,0,0
3583,Creating User Authentication System in CodeIgniter,200,2783,9,21,1.5,2016-12-22,Web Development,0,0,0
3584,How to easily Manage your WordPress Website,20,8462,50,21,2.0,2014-02-20,Web Development,1,0,0
3585,Wordpress For Beginners: Create a Professional Website,200,5129,183,35,1.5,2015-06-07,Web Development,1,0,0
3586,"Building a Portfolio in 90 minutes ( HTML, CSS, Js ) ",20,5272,111,24,2.0,2015-07-28,Web Development,0,0,0
3587,Automate Web Development With Gulp JS,20,2784,425,29,3.5,2014-08-23,Web Development,0,0,0
3588,Bootstrap 4 Responsive Web Design and Development,20,3086,17,73,7.5,2017-06-20,Web Development,1,0,0
3589,Intro To HTML & CSS: Web Development For Beginners,20,6008,203,35,4.0,2015-01-24,Web Development,1,0,0
3590,Become Exceptional in HTML and HTML5,20,16486,86,34,6.5,2014-03-21,Web Development,0,0,0
3591,Become a Rockstar Web Developer - Learn By Coding,200,2076,125,56,11.0,2016-03-22,Web Development,0,0,0
3592,Spring 4 Mastercourse: Covers Annotation & XML Configuration,200,1353,53,320,23.5,2016-11-01,Web Development,0,0,1
3593,WordPress Plugin Development for 2017 - Build 14 Plugins,50,3770,108,72,7.0,2015-08-11,Web Development,0,0,0
3594,Single Page Application of MVC 5 Using AngularJS,20,722,53,18,1.5,2015-08-16,Web Development,0,0,1
3595,"Learn to Code in HTML5, CSS3, and JavaScript",20,1404,7,17,2.5,2014-11-13,Web Development,1,0,0
3596,Web Application Development - Learn by Building 3 Web Apps,30,1688,16,29,1.5,2014-06-23,Web Development,1,0,0
3597,Rails Ecommerce App with HTML Template from Themeforest,25,214,34,24,2.0,2016-05-27,Web Development,0,0,1
3598,Writing CSS with {LESS} - Tutorial From Infinite Skills,50,788,21,25,2.0,2013-11-01,Web Development,0,0,0
3599,Login and Registration from Scratch with PHP and MySQL,20,1128,77,36,2.0,2012-10-24,Web Development,0,0,1
3600,Getting Started with Magento,85,608,88,48,3.5,2014-11-21,Web Development,0,0,0
3601,Ruby on Rails Foundations,20,359,45,73,6.5,2015-11-16,Web Development,0,0,0
3602,Core Concepts in HTML 5,75,1532,19,23,2.0,2014-07-30,Web Development,1,0,0
3603,Learn Azure Cloud Step by Step,20,791,29,24,2.5,2016-02-08,Web Development,0,0,1
3604,Learn Facebook Flux Architecture for Web Applications,40,395,26,36,6.5,2015-11-05,Web Development,0,0,0
3605,"Create free, fast and secure static website",50,322,9,9,0.5166666666666666,2016-07-21,Web Development,1,0,0
3606,Object Orientation in PHP,20,151,40,30,5.0,2016-02-29,Web Development,1,0,0
3607,Creating Custom Web Maps,50,208,48,29,2.0,2016-06-10,Web Development,0,0,1
3608,Build A YouTube Downloader With C# And GitHub,20,385,39,32,2.5,2015-11-10,Web Development,0,0,1
3609,Querying Microsoft SQL Server 2012 - (Exam No. 70-461),85,666,89,115,6.5,2015-03-12,Web Development,0,0,0
3610,HTTP Clients with Laravel: Use and Consume Services and APIs,65,237,22,52,3.5,2016-07-18,Web Development,0,0,1
3611,Modern E-Commerce Store In php & mysqli With Bootstrap,50,240,45,358,66.5,2016-12-09,Web Development,0,0,0
3612,Simple And Easy: Wordpress For Beginners,0,5014,196,32,3.0,2015-08-09,Web Development,1,0,0
3613,Create Website from scratch in Urdu & Hindi,0,3033,91,9,1.0,2016-06-05,Web Development,0,0,1
3614,Advance Unix : File Processing: AWK | GREP | VIM,20,458,2,12,1.0,2017-05-03,Web Development,0,0,0
3615,Introduction to Node.js Development,55,1779,48,16,1.0,2014-08-28,Web Development,0,1,0
3616,Advance JavaScript for Coders: Learn OOP in JavaScript,40,334,41,54,11.5,2016-05-13,Web Development,0,0,1
3617,Web Development With Google Maps,50,222,9,60,8.5,2017-01-03,Web Development,1,0,0
3618,jQuery UI Ultimate:Design Amazing Interfaces Using jQuery UI,145,422,86,69,12.5,2016-06-08,Web Development,0,0,0
3619,Learn Spring Security 4 Intermediate - Hands On,95,227,16,20,2.0,2016-10-03,Web Development,0,0,1
3620,Learning Path: The Road to Elasticsearch,200,50,5,60,5.0,2017-05-29,Web Development,1,0,0
3621,HTML/CSS Bootcamp,40,194,26,87,10.0,2016-10-18,Web Development,1,0,0
3622,JavaScript High Performance,95,458,28,40,4.5,2015-06-12,Web Development,0,0,0
3623,Node:js : Building Rest Apis with Sails.js,100,61,9,44,2.0,2017-04-27,Web Development,1,0,0
3624,Fundamentals of Angular 2 Full Stack Design,95,314,43,49,6.5,2016-04-21,Web Development,1,0,0
3625,Create Newsletter Subscription Form with PHP/AJAX in 40 Min,50,586,10,17,0.6333333333333333,2015-11-11,Web Development,0,0,0
3626,AppML :basics for beginners,30,770,0,8,0.6333333333333333,2016-09-27,Web Development,0,0,0
3627,How to manage your own VPS and create websites,120,735,16,30,1.5,2015-09-17,Web Development,0,0,0
3628,Learn BuddyPress: Build A Social Network with WordPress,20,1299,15,23,1.0,2015-01-29,Web Development,0,0,0
3629,HTML FOR BEGINNERS,20,791,8,16,1.0,2014-01-19,Web Development,0,0,0
3630,XML XQuery - Crash Course for Beginners,45,426,4,10,1.0,2017-02-19,Web Development,0,0,0
3631,Simplified Cross Browser Web Testing Using VirtualBox,20,796,3,18,1.0,2016-09-13,Web Development,1,0,0
3632,JavaScript and jQuery Basics: Start The Journey,25,1316,22,45,5.0,2015-09-21,Web Development,0,0,0
3633,How to Install WordPress From Scratch,0,8415,56,13,1.0,2014-07-19,Web Development,1,0,0
3634,CSS :basics for beginners,30,1085,8,13,0.5333333333333333,2016-08-29,Web Development,0,0,0
3635,"WordPress Development - Themes, Plugins & Single Page Apps",150,817,164,131,19.5,2016-03-02,Web Development,0,0,1
3636,Learn Effective HTML in No Time!,40,1275,11,18,1.0,2015-10-12,Web Development,0,0,0
3637,HTML5 Geolocation in Depth:Build 7 HTML5 Geolocation Apps,90,1526,72,86,6.5,2015-05-26,Web Development,0,0,0
3638,Building a Search Engine in PHP & MySQL,0,10110,379,12,2.5,2014-02-03,Web Development,0,0,0
3639,create a search engine for your website!,20,1832,6,12,1.5,2014-07-17,Web Development,0,0,1
3640,Learn basics of HTML in 30 Minutes,20,945,17,11,0.55,2016-09-02,Web Development,1,0,0
3641,JavaScript from Scratch for Very Beginners,30,1272,31,29,5.0,2014-12-22,Web Development,1,0,0
3642,Learn Web Development by Creating a Social Network,200,442,48,80,6.5,2015-12-30,Web Development,1,0,0
3643,CSS Image filters - The modern web images color manipulation,0,6315,53,16,1.5,2014-12-10,Web Development,0,0,0
3644,Building Responsive Websites with Bootstrap 3 Framework,75,1322,14,27,3.0,2015-07-22,Web Development,0,0,1
3645,Create a Membership Site with Wishlist Member & Wordpress,95,557,39,28,2.5,2015-03-31,Web Development,0,0,0
3646,Convert HTML Websites into PHP: Learn by Doing in 40 Minutes,50,540,13,15,0.6,2015-11-12,Web Development,0,0,0
3647,17 Complete JavaScript   projects explained step by step,185,327,26,106,9.5,2016-10-26,Web Development,1,0,0
3648,Mastering Unix : AWK Commands,20,358,0,23,2.0,2017-05-03,Web Development,0,0,0
3649,Cakephp:Creating a CRUD application,40,803,2,7,0.5166666666666666,2016-11-22,Web Development,0,0,0
3650,HTML and CSS: A Guide to Web Design,25,1557,13,74,14.0,2015-06-02,Web Development,0,0,0
3651,Drupal 8 Site Building,0,1942,23,48,4.5,2017-05-02,Web Development,0,0,0
3652,Learn Bootstrap 4 The Most Popular HTML5 CSS3 & JS Framework,200,279,37,119,10.0,2017-04-25,Web Development,0,0,0
3653,Essentials of Spring 5.0 for Developers,125,34,2,21,1.5,2017-06-11,Web Development,0,1,0
3654,The Extreme Web Development Course - For Beginners,200,1420,62,152,5.5,2016-09-04,Web Development,0,0,0
3655,JQuery DOM and Ajax Concept Explained for Beginners,35,1812,112,7,0.6166666666666667,2016-04-27,Web Development,0,0,0
3656,HTML Forms For Beginners: A Basic Introduction  ,45,2472,41,8,1.0,2015-11-05,Web Development,1,0,0
3657,Ultimate JavaScript Objects,20,1525,43,65,2.5,2016-07-07,Web Development,0,0,0
3658,The Complete Web Developer Course - Build 20 Websites,20,2650,61,304,15.5,2015-03-26,Web Development,0,0,0
3659,"Simple Javascript: Learn by Doing, Beginners Welcome!",25,2753,10,18,2.0,2015-09-07,Web Development,0,0,0
3660,"Learn HTML, CSS, and Ruby on Rails: Build Your First Blog",20,2985,40,27,1.5,2016-11-29,Web Development,1,0,0
3661,Learn HTML5 Canvas for beginners,100,2360,12,49,3.5,2016-03-01,Web Development,1,0,0
3662,Bootstrap 4 Beginners: Code a Responsive Landing Page,30,948,193,48,3.5,2016-09-13,Web Development,0,0,0
3663,Build Wordpress CMS Clone with Laravel 5,150,392,81,63,8.5,2016-12-19,Web Development,0,0,0
3664,XML DTD - Crash Course for Beginners,45,944,1,10,1.0,2017-02-18,Web Development,0,0,0
